married,union,employed,voted,previousdem,female,age,country,education,lrself,gdpgrowth,inflation,cname,satisdem
1,0,0,1,1,0,43,"1240",6,3,.69,4.11,"CANADA (2008)",4
1,0,1,1,1,1,39,"1240",6,8,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,28,"1240",7,2,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,0,59,"1240",8,4,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,0,26,"1240",8,7,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,28,"1240",6,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,64,"1240",5,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,43,"1240",4,5,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,1,58,"1240",6,2,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,1,42,"1240",6,6,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,0,30,"1240",6,5,.69,4.11,"CANADA (2008)",1
0,0,1,1,1,1,29,"1240",6,5,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,57,"1240",6,5,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,0,31,"1240",8,2,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,0,24,"1240",5,7,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,81,"1240",8,2,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,1,63,"1240",8,4,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,64,"1240",8,4,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,48,"1240",8,4,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,0,32,"1240",8,4,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,0,67,"1240",4,6,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,64,"1240",6,7,.69,4.11,"CANADA (2008)",3
0,1,1,1,1,0,42,"1240",6,2,.69,4.11,"CANADA (2008)",1
1,0,1,1,1,0,26,"1240",7,4,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,56,"1240",5,1,.69,4.11,"CANADA (2008)",1
1,1,1,1,1,0,45,"1240",8,3,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,57,"1240",5,4,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,0,62,"1240",8,3,.69,4.11,"CANADA (2008)",2
0,1,1,1,1,0,58,"1240",8,4,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,0,56,"1240",7,4,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,38,"1240",8,8,.69,4.11,"CANADA (2008)",3
0,1,1,1,1,1,35,"1240",8,3,.69,4.11,"CANADA (2008)",1
1,0,0,1,1,0,57,"1240",8,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,74,"1240",8,4,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,0,27,"1240",6,3,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,1,48,"1240",8,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,47,"1240",8,6,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,0,62,"1240",4,5,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,47,"1240",8,5,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,1,51,"1240",6,4,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,65,"1240",8,7,.69,4.11,"CANADA (2008)",4
0,0,1,1,1,1,58,"1240",6,6,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,63,"1240",4,5,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,36,"1240",8,7,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,0,57,"1240",5,7,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,38,"1240",8,1,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,49,"1240",8,5,.69,4.11,"CANADA (2008)",4
0,1,0,1,1,1,54,"1240",8,5,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,45,"1240",5,5,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,1,60,"1240",4,4,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,46,"1240",8,5,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,0,53,"1240",8,6,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,39,"1240",6,5,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,60,"1240",7,0,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,68,"1240",4,1,.69,4.11,"CANADA (2008)",3
1,0,0,0,1,0,27,"1240",8,4,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,47,"1240",5,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,48,"1240",5,3,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,1,42,"1240",8,6,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,41,"1240",5,5,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,71,"1240",5,4,.69,4.11,"CANADA (2008)",1
0,0,1,1,1,0,28,"1240",5,2,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,70,"1240",4,5,.69,4.11,"CANADA (2008)",2
0,0,0,1,1,0,58,"1240",6,3,.69,4.11,"CANADA (2008)",3
0,1,1,1,1,1,59,"1240",6,3,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,35,"1240",8,7,.69,4.11,"CANADA (2008)",4
1,0,1,1,1,1,38,"1240",8,3,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,82,"1240",8,8,.69,4.11,"CANADA (2008)",2
0,0,1,1,1,1,56,"1240",8,3,.69,4.11,"CANADA (2008)",4
0,1,1,1,1,0,57,"1240",8,6,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,1,41,"1240",8,3,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,68,"1240",6,5,.69,4.11,"CANADA (2008)",4
1,1,1,1,1,1,27,"1240",6,3,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,84,"1240",4,5,.69,4.11,"CANADA (2008)",1
1,0,1,1,1,1,54,"1240",5,7,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,1,34,"1240",8,6,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,0,56,"1240",8,4,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,1,34,"1240",6,5,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,60,"1240",4,0,.69,4.11,"CANADA (2008)",4
0,0,1,1,1,0,49,"1240",8,3,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,1,34,"1240",8,2,.69,4.11,"CANADA (2008)",4
1,0,1,1,1,1,37,"1240",8,5,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,1,34,"1240",5,5,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,1,41,"1240",6,7,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,0,63,"1240",4,5,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,1,19,"1240",7,3,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,69,"1240",8,6,.69,4.11,"CANADA (2008)",3
0,0,0,0,1,0,24,"1240",5,2,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,77,"1240",4,6,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,72,"1240",5,3,.69,4.11,"CANADA (2008)",2
0,0,0,1,1,1,67,"1240",7,6,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,0,51,"1240",5,2,.69,4.11,"CANADA (2008)",1
1,0,0,1,1,1,59,"1240",8,4,.69,4.11,"CANADA (2008)",4
1,0,1,0,1,0,36,"1240",8,5,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,43,"1240",6,7,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,1,29,"1240",8,5,.69,4.11,"CANADA (2008)",2
1,0,0,0,1,1,66,"1240",5,5,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,0,40,"1240",8,3,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,74,"1240",5,6,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,1,65,"1240",6,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,55,"1240",4,8,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,0,32,"1240",6,4,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,39,"1240",8,7,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,43,"1240",5,5,.69,4.11,"CANADA (2008)",3
0,0,0,0,1,1,29,"1240",8,5,.69,4.11,"CANADA (2008)",4
0,1,1,1,1,0,31,"1240",2,5,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,1,35,"1240",8,3,.69,4.11,"CANADA (2008)",2
1,0,1,0,1,0,43,"1240",5,8,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,22,"1240",6,4,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,0,24,"1240",8,3,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,1,55,"1240",6,3,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,34,"1240",8,6,.69,4.11,"CANADA (2008)",4
1,1,1,1,1,0,33,"1240",6,2,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,1,75,"1240",6,3,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,1,67,"1240",8,4,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,0,43,"1240",8,1,.69,4.11,"CANADA (2008)",2
0,0,0,1,1,1,57,"1240",6,3,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,1,79,"1240",5,8,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,0,46,"1240",8,2,.69,4.11,"CANADA (2008)",1
1,0,0,1,1,1,54,"1240",8,3,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,30,"1240",8,3,.69,4.11,"CANADA (2008)",3
1,0,1,0,1,0,39,"1240",5,10,.69,4.11,"CANADA (2008)",4
0,0,0,0,1,0,65,"1240",5,5,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,1,26,"1240",8,7,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,1,44,"1240",6,1,.69,4.11,"CANADA (2008)",2
0,1,1,1,1,0,45,"1240",8,6,.69,4.11,"CANADA (2008)",4
0,1,1,1,1,0,31,"1240",8,5,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,63,"1240",5,5,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,1,48,"1240",8,5,.69,4.11,"CANADA (2008)",2
0,0,1,0,1,1,18,"1240",6,3,.69,4.11,"CANADA (2008)",4
1,1,1,1,1,0,57,"1240",5,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,77,"1240",5,6,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,1,35,"1240",6,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,60,"1240",5,10,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,1,27,"1240",8,7,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,1,46,"1240",5,5,.69,4.11,"CANADA (2008)",2
0,0,0,1,1,0,31,"1240",4,5,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,21,"1240",6,2,.69,4.11,"CANADA (2008)",2
0,0,0,1,1,0,38,"1240",8,3,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,80,"1240",5,5,.69,4.11,"CANADA (2008)",4
1,0,1,1,1,0,28,"1240",8,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,67,"1240",5,5,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,0,52,"1240",5,4,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,54,"1240",6,5,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,63,"1240",8,3,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,71,"1240",8,3,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,1,28,"1240",6,4,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,57,"1240",5,9,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,1,54,"1240",6,1,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,56,"1240",8,4,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,41,"1240",8,5,.69,4.11,"CANADA (2008)",3
0,0,1,0,1,0,23,"1240",7,5,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,66,"1240",4,6,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,20,"1240",5,8,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,0,54,"1240",5,5,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,42,"1240",8,5,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,0,72,"1240",4,7,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,59,"1240",5,6,.69,4.11,"CANADA (2008)",2
0,1,1,1,1,0,39,"1240",8,3,.69,4.11,"CANADA (2008)",4
1,1,1,1,1,1,54,"1240",7,3,.69,4.11,"CANADA (2008)",4
1,0,1,1,1,1,37,"1240",8,4,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,46,"1240",8,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,52,"1240",7,6,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,29,"1240",8,5,.69,4.11,"CANADA (2008)",4
0,1,1,1,1,0,47,"1240",8,5,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,58,"1240",6,6,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,34,"1240",5,5,.69,4.11,"CANADA (2008)",3
0,1,0,1,1,1,27,"1240",4,0,.69,4.11,"CANADA (2008)",2
0,1,1,1,1,1,51,"1240",7,3,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,36,"1240",6,2,.69,4.11,"CANADA (2008)",3
1,1,0,1,1,1,45,"1240",8,2,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,1,43,"1240",8,3,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,60,"1240",5,6,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,54,"1240",8,2,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,1,27,"1240",8,6,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,0,23,"1240",8,7,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,75,"1240",7,7,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,62,"1240",6,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,64,"1240",8,8,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,56,"1240",8,6,.69,4.11,"CANADA (2008)",4
1,0,1,1,1,1,57,"1240",5,7,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,49,"1240",5,5,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,1,36,"1240",6,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,25,"1240",8,5,.69,4.11,"CANADA (2008)",3
0,1,1,0,1,0,38,"1240",6,5,.69,4.11,"CANADA (2008)",1
1,0,1,1,1,1,45,"1240",5,5,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,31,"1240",6,4,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,67,"1240",5,5,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,0,45,"1240",8,6,.69,4.11,"CANADA (2008)",3
0,1,1,1,1,1,38,"1240",8,5,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,50,"1240",5,2,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,0,70,"1240",5,2,.69,4.11,"CANADA (2008)",3
0,1,1,1,1,1,47,"1240",5,8,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,63,"1240",5,5,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,1,33,"1240",8,4,.69,4.11,"CANADA (2008)",3
1,0,1,0,1,0,56,"1240",4,5,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,0,54,"1240",5,5,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,0,75,"1240",8,2,.69,4.11,"CANADA (2008)",3
0,1,1,1,1,0,25,"1240",8,2,.69,4.11,"CANADA (2008)",3
0,1,1,1,1,1,52,"1240",6,6,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,49,"1240",8,5,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,1,67,"1240",5,5,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,1,64,"1240",6,5,.69,4.11,"CANADA (2008)",1
1,0,0,1,1,0,29,"1240",8,6,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,46,"1240",6,7,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,62,"1240",4,6,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,65,"1240",4,3,.69,4.11,"CANADA (2008)",3
1,1,1,0,1,0,60,"1240",8,5,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,0,46,"1240",6,7,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,59,"1240",5,6,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,0,26,"1240",6,6,.69,4.11,"CANADA (2008)",4
1,0,1,1,1,0,58,"1240",8,7,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,36,"1240",4,5,.69,4.11,"CANADA (2008)",1
0,0,0,1,1,0,65,"1240",3,9,.69,4.11,"CANADA (2008)",1
1,0,0,1,1,0,69,"1240",8,4,.69,4.11,"CANADA (2008)",4
0,1,1,0,1,1,55,"1240",8,5,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,37,"1240",5,5,.69,4.11,"CANADA (2008)",2
0,0,0,1,1,1,59,"1240",7,4,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,0,64,"1240",7,5,.69,4.11,"CANADA (2008)",3
0,1,1,1,1,1,41,"1240",5,2,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,33,"1240",8,4,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,28,"1240",8,2,.69,4.11,"CANADA (2008)",4
1,1,1,1,1,0,35,"1240",5,7,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,60,"1240",3,5,.69,4.11,"CANADA (2008)",2
0,0,0,0,1,1,34,"1240",6,5,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,0,33,"1240",8,8,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,1,20,"1240",7,4,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,69,"1240",5,5,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,1,55,"1240",8,3,.69,4.11,"CANADA (2008)",2
0,1,1,1,1,0,44,"1240",5,10,.69,4.11,"CANADA (2008)",1
1,1,1,1,1,0,56,"1240",8,6,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,0,81,"1240",8,3,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,29,"1240",8,0,.69,4.11,"CANADA (2008)",1
1,1,1,1,1,1,50,"1240",7,5,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,60,"1240",8,7,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,0,65,"1240",6,5,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,1,47,"1240",8,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,66,"1240",8,6,.69,4.11,"CANADA (2008)",3
1,0,1,0,1,0,58,"1240",6,7,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,0,59,"1240",8,2,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,34,"1240",6,7,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,1,81,"1240",6,10,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,1,62,"1240",8,5,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,33,"1240",8,3,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,0,42,"1240",8,5,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,0,81,"1240",6,8,.69,4.11,"CANADA (2008)",4
1,1,1,1,1,1,53,"1240",8,3,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,69,"1240",3,6,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,1,43,"1240",8,7,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,0,63,"1240",4,10,.69,4.11,"CANADA (2008)",4
0,0,1,1,1,1,54,"1240",8,3,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,48,"1240",8,8,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,33,"1240",6,4,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,20,"1240",5,10,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,0,62,"1240",5,5,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,0,50,"1240",6,5,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,1,53,"1240",7,8,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,26,"1240",8,2,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,0,35,"1240",8,6,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,1,36,"1240",8,3,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,1,44,"1240",6,6,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,47,"1240",8,4,.69,4.11,"CANADA (2008)",4
1,0,1,1,1,0,42,"1240",7,4,.69,4.11,"CANADA (2008)",2
0,0,0,1,1,0,44,"1240",3,6,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,70,"1240",6,2,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,79,"1240",4,8,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,0,60,"1240",8,5,.69,4.11,"CANADA (2008)",2
0,0,0,1,1,1,63,"1240",8,2,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,1,50,"1240",6,3,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,1,20,"1240",7,6,.69,4.11,"CANADA (2008)",3
1,0,1,0,1,1,34,"1240",6,5,.69,4.11,"CANADA (2008)",2
0,0,1,1,1,1,32,"1240",6,3,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,1,36,"1240",8,6,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,63,"1240",5,5,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,64,"1240",4,3,.69,4.11,"CANADA (2008)",1
1,0,0,1,1,1,56,"1240",5,5,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,0,24,"1240",7,3,.69,4.11,"CANADA (2008)",2
1,1,0,0,1,0,63,"1240",6,5,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,55,"1240",4,4,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,58,"1240",8,4,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,1,47,"1240",5,5,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,1,71,"1240",7,5,.69,4.11,"CANADA (2008)",2
0,0,1,0,1,0,18,"1240",4,3,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,82,"1240",6,8,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,0,82,"1240",4,8,.69,4.11,"CANADA (2008)",4
1,0,1,1,1,0,36,"1240",6,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,65,"1240",8,5,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,0,69,"1240",4,8,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,1,53,"1240",8,4,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,23,"1240",8,7,.69,4.11,"CANADA (2008)",3
0,0,1,0,1,0,41,"1240",8,6,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,0,76,"1240",7,4,.69,4.11,"CANADA (2008)",1
1,0,0,1,1,1,79,"1240",5,5,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,1,70,"1240",8,6,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,31,"1240",8,5,.69,4.11,"CANADA (2008)",2
0,0,0,1,1,0,57,"1240",6,6,.69,4.11,"CANADA (2008)",4
0,0,0,1,1,1,64,"1240",6,1,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,56,"1240",8,7,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,1,48,"1240",8,3,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,61,"1240",7,8,.69,4.11,"CANADA (2008)",2
1,1,1,1,1,0,54,"1240",7,5,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,44,"1240",6,9,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,0,30,"1240",6,5,.69,4.11,"CANADA (2008)",3
1,1,1,0,1,0,52,"1240",6,7,.69,4.11,"CANADA (2008)",2
0,0,0,1,1,1,56,"1240",6,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,57,"1240",4,3,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,1,61,"1240",5,6,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,66,"1240",8,4,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,1,36,"1240",8,10,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,61,"1240",5,6,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,74,"1240",4,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,59,"1240",8,3,.69,4.11,"CANADA (2008)",2
1,0,0,1,1,0,61,"1240",6,4,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,64,"1240",5,5,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,54,"1240",5,8,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,1,60,"1240",5,4,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,46,"1240",8,7,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,1,32,"1240",7,3,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,0,51,"1240",8,5,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,1,68,"1240",8,4,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,72,"1240",6,4,.69,4.11,"CANADA (2008)",4
0,0,0,0,1,0,20,"1240",6,5,.69,4.11,"CANADA (2008)",3
0,1,1,1,1,1,59,"1240",5,5,.69,4.11,"CANADA (2008)",2
1,0,1,1,1,0,33,"1240",6,5,.69,4.11,"CANADA (2008)",3
0,0,1,1,1,1,21,"1240",5,4,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,62,"1240",8,4,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,66,"1240",8,2,.69,4.11,"CANADA (2008)",1
1,0,0,1,1,0,39,"1240",5,5,.69,4.11,"CANADA (2008)",2
0,0,1,1,1,1,26,"1240",8,8,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,44,"1240",7,5,.69,4.11,"CANADA (2008)",4
0,1,1,1,1,1,66,"1240",8,7,.69,4.11,"CANADA (2008)",1
1,0,0,0,1,0,58,"1240",5,7,.69,4.11,"CANADA (2008)",3
1,0,0,0,1,1,43,"1240",6,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,79,"1240",4,5,.69,4.11,"CANADA (2008)",3
1,1,1,1,1,0,52,"1240",8,4,.69,4.11,"CANADA (2008)",4
1,0,0,1,1,1,58,"1240",8,5,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,1,61,"1240",7,2,.69,4.11,"CANADA (2008)",3
1,0,1,1,1,1,46,"1240",6,6,.69,4.11,"CANADA (2008)",3
0,0,0,1,1,0,25,"1240",8,2,.69,4.11,"CANADA (2008)",3
1,0,0,1,1,0,70,"1240",6,6,.69,4.11,"CANADA (2008)",4
